annotation_id,annotation_name,size,linkout,date_download,annotation_description,go_download_link
R-MMU-212436,Generic Transcription Pathway,821,https://reactome.org/PathwayBrowser/#/R-MMU-212436,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-73857,RNA Polymerase II Transcription,939,https://reactome.org/PathwayBrowser/#/R-MMU-73857,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-74160,Gene expression (Transcription),1069,https://reactome.org/PathwayBrowser/#/R-MMU-74160,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8878171,Transcriptional regulation by RUNX1,167,https://reactome.org/PathwayBrowser/#/R-MMU-8878171,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,36,https://reactome.org/PathwayBrowser/#/R-MMU-8939243,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1266738,Developmental Biology,492,https://reactome.org/PathwayBrowser/#/R-MMU-1266738,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-6805567,Keratinization,168,https://reactome.org/PathwayBrowser/#/R-MMU-6805567,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-156827,L13a-mediated translational silencing of Ceruloplasmin expression,110,https://reactome.org/PathwayBrowser/#/R-MMU-156827,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1799339,SRP-dependent cotranslational protein targeting to membrane,91,https://reactome.org/PathwayBrowser/#/R-MMU-1799339,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-392499,Metabolism of proteins,1636,https://reactome.org/PathwayBrowser/#/R-MMU-392499,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,177,https://reactome.org/PathwayBrowser/#/R-MMU-6791226,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72312,rRNA processing,177,https://reactome.org/PathwayBrowser/#/R-MMU-72312,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72613,Eukaryotic Translation Initiation,118,https://reactome.org/PathwayBrowser/#/R-MMU-72613,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72689,Formation of a pool of free 40S subunits,100,https://reactome.org/PathwayBrowser/#/R-MMU-72689,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,111,https://reactome.org/PathwayBrowser/#/R-MMU-72706,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72737,Cap-dependent Translation Initiation,118,https://reactome.org/PathwayBrowser/#/R-MMU-72737,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72766,Translation,226,https://reactome.org/PathwayBrowser/#/R-MMU-72766,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8868773,rRNA processing in the nucleus and cytosol,177,https://reactome.org/PathwayBrowser/#/R-MMU-8868773,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8953854,Metabolism of RNA,603,https://reactome.org/PathwayBrowser/#/R-MMU-8953854,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-927802,Nonsense-Mediated Decay (NMD),113,https://reactome.org/PathwayBrowser/#/R-MMU-927802,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),93,https://reactome.org/PathwayBrowser/#/R-MMU-975956,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),113,https://reactome.org/PathwayBrowser/#/R-MMU-975957,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1500931,Cell-Cell communication,89,https://reactome.org/PathwayBrowser/#/R-MMU-1500931,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-2172127,DAP12 interactions,72,https://reactome.org/PathwayBrowser/#/R-MMU-2172127,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-391160,Signal regulatory protein family interactions,14,https://reactome.org/PathwayBrowser/#/R-MMU-391160,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-6798695,Neutrophil degranulation,547,https://reactome.org/PathwayBrowser/#/R-MMU-6798695,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-114608,Platelet degranulation ,122,https://reactome.org/PathwayBrowser/#/R-MMU-114608,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-162582,Signal Transduction,2230,https://reactome.org/PathwayBrowser/#/R-MMU-162582,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-194315,Signaling by Rho GTPases,608,https://reactome.org/PathwayBrowser/#/R-MMU-194315,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-76002,"Platelet activation, signaling and aggregation",253,https://reactome.org/PathwayBrowser/#/R-MMU-76002,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,127,https://reactome.org/PathwayBrowser/#/R-MMU-76005,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8980692,RHOA GTPase cycle,144,https://reactome.org/PathwayBrowser/#/R-MMU-8980692,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9012999,RHO GTPase cycle,426,https://reactome.org/PathwayBrowser/#/R-MMU-9012999,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9013026,RHOB GTPase cycle,70,https://reactome.org/PathwayBrowser/#/R-MMU-9013026,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",623,https://reactome.org/PathwayBrowser/#/R-MMU-9716542,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-6809371,Formation of the cornified envelope,84,https://reactome.org/PathwayBrowser/#/R-MMU-6809371,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-163125,Post-translational modification: synthesis of GPI-anchored proteins,88,https://reactome.org/PathwayBrowser/#/R-MMU-163125,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-597592,Post-translational protein modification,1288,https://reactome.org/PathwayBrowser/#/R-MMU-597592,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1430728,Metabolism,1772,https://reactome.org/PathwayBrowser/#/R-MMU-1430728,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-159227,Transport of the SLBP independent Mature mRNA,34,https://reactome.org/PathwayBrowser/#/R-MMU-159227,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-159230,Transport of the SLBP Dependant Mature mRNA,35,https://reactome.org/PathwayBrowser/#/R-MMU-159230,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-159231,Transport of Mature mRNA Derived from an Intronless Transcript,41,https://reactome.org/PathwayBrowser/#/R-MMU-159231,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,42,https://reactome.org/PathwayBrowser/#/R-MMU-159234,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,71,https://reactome.org/PathwayBrowser/#/R-MMU-159236,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1640170,Cell Cycle,583,https://reactome.org/PathwayBrowser/#/R-MMU-1640170,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,31,https://reactome.org/PathwayBrowser/#/R-MMU-170822,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-191859,snRNP Assembly,49,https://reactome.org/PathwayBrowser/#/R-MMU-191859,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-194441,Metabolism of non-coding RNA,49,https://reactome.org/PathwayBrowser/#/R-MMU-194441,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-211000,Gene Silencing by RNA,43,https://reactome.org/PathwayBrowser/#/R-MMU-211000,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-2262752,Cellular responses to stress,450,https://reactome.org/PathwayBrowser/#/R-MMU-2262752,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-2555396,Mitotic Metaphase and Anaphase,222,https://reactome.org/PathwayBrowser/#/R-MMU-2555396,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-2980766,Nuclear Envelope Breakdown,48,https://reactome.org/PathwayBrowser/#/R-MMU-2980766,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-2990846,SUMOylation,154,https://reactome.org/PathwayBrowser/#/R-MMU-2990846,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-2995410,Nuclear Envelope (NE) Reassembly,64,https://reactome.org/PathwayBrowser/#/R-MMU-2995410,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-3108214,SUMOylation of DNA damage response and repair proteins,74,https://reactome.org/PathwayBrowser/#/R-MMU-3108214,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-3108232,SUMO E3 ligases SUMOylate target proteins,148,https://reactome.org/PathwayBrowser/#/R-MMU-3108232,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-3232142,SUMOylation of ubiquitinylation proteins,38,https://reactome.org/PathwayBrowser/#/R-MMU-3232142,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-3301854,Nuclear Pore Complex (NPC) Disassembly,32,https://reactome.org/PathwayBrowser/#/R-MMU-3301854,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-3371453,Regulation of HSF1-mediated heat shock response,64,https://reactome.org/PathwayBrowser/#/R-MMU-3371453,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-3371556,Cellular response to heat stress,84,https://reactome.org/PathwayBrowser/#/R-MMU-3371556,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-4085377,SUMOylation of SUMOylation proteins,34,https://reactome.org/PathwayBrowser/#/R-MMU-4085377,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-4551638,SUMOylation of chromatin organization proteins,54,https://reactome.org/PathwayBrowser/#/R-MMU-4551638,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-4570464,SUMOylation of RNA binding proteins,46,https://reactome.org/PathwayBrowser/#/R-MMU-4570464,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-4615885,SUMOylation of DNA replication proteins,42,https://reactome.org/PathwayBrowser/#/R-MMU-4615885,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5578749,Transcriptional regulation by small RNAs,33,https://reactome.org/PathwayBrowser/#/R-MMU-5578749,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-68875,Mitotic Prophase,101,https://reactome.org/PathwayBrowser/#/R-MMU-68875,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-68882,Mitotic Anaphase,221,https://reactome.org/PathwayBrowser/#/R-MMU-68882,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-68886,M Phase,368,https://reactome.org/PathwayBrowser/#/R-MMU-68886,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-69278,"Cell Cycle, Mitotic",495,https://reactome.org/PathwayBrowser/#/R-MMU-69278,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-70171,Glycolysis,63,https://reactome.org/PathwayBrowser/#/R-MMU-70171,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-70326,Glucose metabolism,83,https://reactome.org/PathwayBrowser/#/R-MMU-70326,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-71387,Metabolism of carbohydrates,266,https://reactome.org/PathwayBrowser/#/R-MMU-71387,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72202,Transport of Mature Transcript to Cytoplasm,80,https://reactome.org/PathwayBrowser/#/R-MMU-72202,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,274,https://reactome.org/PathwayBrowser/#/R-MMU-72203,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8953897,Cellular responses to stimuli,453,https://reactome.org/PathwayBrowser/#/R-MMU-8953897,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9615933,Postmitotic nuclear pore complex (NPC) reformation,22,https://reactome.org/PathwayBrowser/#/R-MMU-9615933,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5673001,RAF/MAP kinase cascade,274,https://reactome.org/PathwayBrowser/#/R-MMU-5673001,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5683057,MAPK family signaling cascades,305,https://reactome.org/PathwayBrowser/#/R-MMU-5683057,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5684996,MAPK1/MAPK3 signaling,280,https://reactome.org/PathwayBrowser/#/R-MMU-5684996,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-453274,Mitotic G2-G2/M phases,182,https://reactome.org/PathwayBrowser/#/R-MMU-453274,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-69273,Cyclin A/B1/B2 associated events during G2/M transition,25,https://reactome.org/PathwayBrowser/#/R-MMU-69273,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-69275,G2/M Transition,180,https://reactome.org/PathwayBrowser/#/R-MMU-69275,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-381753,Olfactory Signaling Pathway,87,https://reactome.org/PathwayBrowser/#/R-MMU-381753,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9709957,Sensory Perception,199,https://reactome.org/PathwayBrowser/#/R-MMU-9709957,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1227986,Signaling by ERBB2,48,https://reactome.org/PathwayBrowser/#/R-MMU-1227986,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1236394,Signaling by ERBB4,36,https://reactome.org/PathwayBrowser/#/R-MMU-1236394,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1250196,SHC1 events in ERBB2 signaling,16,https://reactome.org/PathwayBrowser/#/R-MMU-1250196,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1250342,PI3K events in ERBB4 signaling,9,https://reactome.org/PathwayBrowser/#/R-MMU-1250342,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1250347,SHC1 events in ERBB4 signaling,13,https://reactome.org/PathwayBrowser/#/R-MMU-1250347,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1257604,PIP3 activates AKT signaling,239,https://reactome.org/PathwayBrowser/#/R-MMU-1257604,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1306955,GRB7 events in ERBB2 signaling,5,https://reactome.org/PathwayBrowser/#/R-MMU-1306955,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1358803,Downregulation of ERBB2:ERBB3 signaling,13,https://reactome.org/PathwayBrowser/#/R-MMU-1358803,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1963640,GRB2 events in ERBB2 signaling,13,https://reactome.org/PathwayBrowser/#/R-MMU-1963640,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-1963642,PI3K events in ERBB2 signaling,15,https://reactome.org/PathwayBrowser/#/R-MMU-1963642,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-199418,Negative regulation of the PI3K/AKT network,112,https://reactome.org/PathwayBrowser/#/R-MMU-199418,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-6785631,ERBB2 Regulates Cell Motility,14,https://reactome.org/PathwayBrowser/#/R-MMU-6785631,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",105,https://reactome.org/PathwayBrowser/#/R-MMU-6811558,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8847993,ERBB2 Activates PTK6 Signaling,12,https://reactome.org/PathwayBrowser/#/R-MMU-8847993,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8848021,Signaling by PTK6,50,https://reactome.org/PathwayBrowser/#/R-MMU-8848021,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8863795,Downregulation of ERBB2 signaling,28,https://reactome.org/PathwayBrowser/#/R-MMU-8863795,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9006925,Intracellular signaling by second messengers,266,https://reactome.org/PathwayBrowser/#/R-MMU-9006925,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9006927,Signaling by Non-Receptor Tyrosine Kinases,50,https://reactome.org/PathwayBrowser/#/R-MMU-9006927,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,414,https://reactome.org/PathwayBrowser/#/R-MMU-9006934,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5173105,O-linked glycosylation,109,https://reactome.org/PathwayBrowser/#/R-MMU-5173105,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-913709,O-linked glycosylation of mucins,60,https://reactome.org/PathwayBrowser/#/R-MMU-913709,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-977068,Termination of O-glycan biosynthesis,22,https://reactome.org/PathwayBrowser/#/R-MMU-977068,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5688426,Deubiquitination,252,https://reactome.org/PathwayBrowser/#/R-MMU-5688426,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-5689896,Ovarian tumor domain proteases,32,https://reactome.org/PathwayBrowser/#/R-MMU-5689896,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-70263,Gluconeogenesis,35,https://reactome.org/PathwayBrowser/#/R-MMU-70263,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-8951664,Neddylation,226,https://reactome.org/PathwayBrowser/#/R-MMU-8951664,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
R-MMU-199991,Membrane Trafficking,561,https://reactome.org/PathwayBrowser/#/R-MMU-199991,2023-05-11,NA,https://reactome.org/download/current/UniProt2Reactome_All_Levels.txt
