annotation_id,annotation_name,annotation_description,size,linkout,date_download,go_download_link
GO:0006487,protein N-linked glycosylation,"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan. [GOC:pr, RESID:AA0151, RESID:AA0156, RESID:AA0327]",87,http://amigo.geneontology.org/amigo/term/GO:0006487,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006541,glutamine metabolic process,"The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid. [GOC:ai]",21,http://amigo.geneontology.org/amigo/term/GO:0006541,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0034221,fungal-type cell wall chitin biosynthetic process,"The chemical reactions and pathways resulting in the formation of cell wall chitin, a linear polysaccharide consisting of P-1,4-linked N-acetyl-D-glucosamine residues, found in the walls of fungal cells. [GOC:mah]",20,http://amigo.geneontology.org/amigo/term/GO:0034221,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion,"A signal transduction process resulting in the relay, amplification or dampening of a signal generated in response to pheromone exposure in organisms that undergo conjugation with cellular fusion. An example of this process is found in Saccharomyces cerevisiae. [GOC:clt]",37,http://amigo.geneontology.org/amigo/term/GO:0000750,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000755,cytogamy,"During conjugation with cellular fusion, the process resulting in creating a single cell from complementary mating types. The localized remodeling and dissolution of external protective structures allow the fusion of the plasma membranes and cytoplasmic mixing. An example of this process is found in Saccharomyces cerevisiae. [GOC:elh]",19,http://amigo.geneontology.org/amigo/term/GO:0000755,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0007186,G protein-coupled receptor signaling pathway,"The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane. [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]",10,http://amigo.geneontology.org/amigo/term/GO:0007186,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0030031,cell projection assembly,"Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon. [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]",1,http://amigo.geneontology.org/amigo/term/GO:0030031,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006839,mitochondrial transport,"Transport of substances into, out of or within a mitochondrion. [GOC:ai]",9,http://amigo.geneontology.org/amigo/term/GO:0006839,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0015866,ADP transport,"The directed movement of ADP, adenosine diphosphate, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",4,http://amigo.geneontology.org/amigo/term/GO:0015866,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0015867,ATP transport,"The directed movement of ATP, adenosine triphosphate, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",6,http://amigo.geneontology.org/amigo/term/GO:0015867,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0055085,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other. [GOC:dph, GOC:jid]",149,http://amigo.geneontology.org/amigo/term/GO:0055085,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006370,7-methylguanosine mRNA capping,"Addition of the 7-methylguanosine cap to the 5' end of a nascent messenger RNA transcript. [GOC:mah, PMID:9266685]",13,http://amigo.geneontology.org/amigo/term/GO:0006370,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032968,positive regulation of transcription elongation by RNA polymerase II,"Any process that activates or increases the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II. [GOC:mah, GOC:txnOH]",93,http://amigo.geneontology.org/amigo/term/GO:0032968,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0098507,polynucleotide 5' dephosphorylation,The process of removing one or more phosphate groups from the 5' end of a polynucleotide. [GOC:dos],2,http://amigo.geneontology.org/amigo/term/GO:0098507,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1900182,positive regulation of protein localization to nucleus,"Any process that activates or increases the frequency, rate or extent of protein localization to nucleus. [GOC:TermGenie]",8,http://amigo.geneontology.org/amigo/term/GO:1900182,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000183,rDNA heterochromatin formation,"The formation of heterochromatin at ribosomal DNA, characterized by the modified histone H3K9me3. [PMID:10219245]",32,http://amigo.geneontology.org/amigo/term/GO:0000183,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006325,chromatin organization,"The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA. [PMID:20404130]",88,http://amigo.geneontology.org/amigo/term/GO:0006325,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0007059,chromosome segregation,"The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles. [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",69,http://amigo.geneontology.org/amigo/term/GO:0007059,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008156,negative regulation of DNA replication,"Any process that stops, prevents, or reduces the frequency, rate or extent of DNA replication. [GOC:go_curators]",3,http://amigo.geneontology.org/amigo/term/GO:0008156,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0031582,replication fork arrest at rDNA repeats,"A process that impedes the progress of the DNA replication fork at natural replication fork pausing sites within the eukaryotic rDNA repeat spacer. [GOC:mah, GOC:vw]",1,http://amigo.geneontology.org/amigo/term/GO:0031582,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0034503,protein localization to nucleolar rDNA repeats,"Any process in which a protein is transported to, or maintained at, the rDNA repeats on a chromosome in the nucleolus. [GOC:mah]",6,http://amigo.geneontology.org/amigo/term/GO:0034503,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043007,maintenance of rDNA,"Any process involved in sustaining the fidelity and copy number of rDNA repeats. [GOC:vw, PMID:14528010]",11,http://amigo.geneontology.org/amigo/term/GO:0043007,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043570,maintenance of DNA repeat elements,Any process involved in sustaining the fidelity and copy number of DNA repeat elements. [GOC:jl],4,http://amigo.geneontology.org/amigo/term/GO:0043570,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0045911,positive regulation of DNA recombination,"Any process that activates or increases the frequency, rate or extent of DNA recombination. [GOC:go_curators]",1,http://amigo.geneontology.org/amigo/term/GO:0045911,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0070550,rDNA chromatin condensation,"The process in which the chromatin structure of the rDNA repeats is compacted. In S. cerevisiae, condensation and resolution of the rDNA occurs during anaphase. [GOC:dgf, PMID:10811823, PMID:15137940]",14,http://amigo.geneontology.org/amigo/term/GO:0070550,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and the Large Subunit (LSU) in that order from 5' to 3' along the primary transcript. [GOC:curators]",107,http://amigo.geneontology.org/amigo/term/GO:0000462,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0002181,cytoplasmic translation,The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein. [GOC:hjd],209,http://amigo.geneontology.org/amigo/term/GO:0002181,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042274,ribosomal small subunit biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis. [GOC:jl]",53,http://amigo.geneontology.org/amigo/term/GO:0042274,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006744,ubiquinone biosynthetic process,"The chemical reactions and pathways resulting in the formation of ubiquinone, a lipid-soluble electron-transporting coenzyme. [GOC:mah]",44,http://amigo.geneontology.org/amigo/term/GO:0006744,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032197,retrotransposition,"A type of transposition in which a transposable element (transposon) copies and pastes itself into a different genomic location by transcription and convertsion of the transcribed RNA back into DNA through reverse transcription. [ISBN:1555812090, PMID:26912865, PMID:30416149, PMID:30958115, PMID:32588192]",92,http://amigo.geneontology.org/amigo/term/GO:0032197,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0071555,cell wall organization,"A process that results in the assembly, arrangement of constituent parts, or disassembly of the cell wall, the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis. [GOC:mah]",56,http://amigo.geneontology.org/amigo/term/GO:0071555,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006368,transcription elongation by RNA polymerase II,"The extension of an RNA molecule after transcription initiation and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II. [GOC:mah, GOC:txnOH]",113,http://amigo.geneontology.org/amigo/term/GO:0006368,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006406,mRNA export from nucleus,The directed movement of mRNA from the nucleus to the cytoplasm. [GOC:ma],73,http://amigo.geneontology.org/amigo/term/GO:0006406,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0034063,stress granule assembly,"The aggregation, arrangement and bonding together of proteins and RNA molecules to form a stress granule. [GOC:mah, PMID:17392519]",20,http://amigo.geneontology.org/amigo/term/GO:0034063,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0031505,fungal-type cell wall organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the fungal-type cell wall. [GOC:dph, GOC:jl, GOC:mah, GOC:mtg_sensu]",181,http://amigo.geneontology.org/amigo/term/GO:0031505,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006623,protein targeting to vacuole,"The process of directing proteins towards the vacuole, usually using signals contained within the protein. [GOC:curators]",83,http://amigo.geneontology.org/amigo/term/GO:0006623,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000722,telomere maintenance via recombination,"Any recombinational process that contributes to the maintenance of proper telomeric length. [GOC:elh, PMID:11850777]",49,http://amigo.geneontology.org/amigo/term/GO:0000722,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032508,DNA duplex unwinding,"The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands. [GOC:isa_complete, GOC:mah]",47,http://amigo.geneontology.org/amigo/term/GO:0032508,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006511,ubiquitin-dependent protein catabolic process,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein. [GOC:go_curators]",168,http://amigo.geneontology.org/amigo/term/GO:0006511,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome. [GOC:go_curators]",140,http://amigo.geneontology.org/amigo/term/GO:0043161,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1905117,regulation of ribonucleoside-diphosphate reductase activity,"Any process that modulates the frequency, rate or extent of ribonucleoside-diphosphate reductase activity. [GO_REF:0000059, GOC:bhm, GOC:TermGenie, PMID:24733891]",2,http://amigo.geneontology.org/amigo/term/GO:1905117,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032543,mitochondrial translation,"The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code. [GOC:go_curators]",213,http://amigo.geneontology.org/amigo/term/GO:0032543,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042254,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis. [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",45,http://amigo.geneontology.org/amigo/term/GO:0042254,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0045944,positive regulation of transcription by RNA polymerase II,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]",605,http://amigo.geneontology.org/amigo/term/GO:0045944,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0072344,rescue of stalled ribosome,"A process of translational elongation that takes place when a ribosome has stalled during translation, and results in freeing the ribosome from the stalled translation complex. [GOC:jh2, GOC:mah, PMID:18557701, PMID:19170872, PMID:20117091, PMID:20185543]",37,http://amigo.geneontology.org/amigo/term/GO:0072344,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1990145,maintenance of translational fidelity,"Suppression of the occurrence of translational errors, such as codon-anticodon mis-paring, during the process of translation of a protein using an mRNA template. [GOC:hjd, ISBN:9781936113460, PMID:21841312]",12,http://amigo.geneontology.org/amigo/term/GO:1990145,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051017,actin filament bundle assembly,The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness. [GOC:ai],24,http://amigo.geneontology.org/amigo/term/GO:0051017,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0007005,mitochondrion organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components. [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]",61,http://amigo.geneontology.org/amigo/term/GO:0007005,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0015914,phospholipid transport,"The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester. [GOC:ai]",43,http://amigo.geneontology.org/amigo/term/GO:0015914,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0033108,mitochondrial respiratory chain complex assembly,"The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex. [GOC:mah]",8,http://amigo.geneontology.org/amigo/term/GO:0033108,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0045332,phospholipid translocation,"The movement of a phospholipid molecule from one leaflet of a membrane bilayer to the opposite leaflet. [ISBN:0815316194, PMID:16452632, PMID:20043909, PMID:20302864]",42,http://amigo.geneontology.org/amigo/term/GO:0045332,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0120009,intermembrane lipid transfer,"The transport of lipids between membranes in which a lipid molecule is transported through an aqueous phase from the outer leaflet of a donor membrane to the outer leaflet of an acceptor membrane. This process does not require metabolic energy and can be either spontaneous or mediated by lipid transfer proteins (LTPs). [GOC:krc, PMID:20823909, PMID:24220498, PMID:25797198]",24,http://amigo.geneontology.org/amigo/term/GO:0120009,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0045039,protein insertion into mitochondrial inner membrane,"The processes mediating the insertion of proteins into the mitochondrial inner membrane. Mitochondrial inner membrane proteins can get inserted from the cytosol, by crossing the outer membrane and being guided by an inner membrane translocase complex into their final destination in the inner membrane. Some proteins present in the intermembrane space can get inserted into the inner mitochondrial membrane. Finally, some proteins are inserted into the inner membrane from the matrix side of the membrane. [GOC:mcc, GOC:vw, PMID:18672008]",51,http://amigo.geneontology.org/amigo/term/GO:0045039,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000724,double-strand break repair via homologous recombination,"The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule. [GOC:elh, PMID:10357855]",53,http://amigo.geneontology.org/amigo/term/GO:0000724,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006457,protein folding,"The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure. [GOC:go_curators, GOC:rb]",141,http://amigo.geneontology.org/amigo/term/GO:0006457,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0030447,filamentous growth,"The process in which a multicellular organism, a unicellular organism or a group of unicellular organisms grow in a threadlike, filamentous shape. [GOC:mcc, PMID:11729141]",14,http://amigo.geneontology.org/amigo/term/GO:0030447,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0035753,maintenance of DNA trinucleotide repeats,"Any process involved in sustaining the fidelity and copy number of DNA trinucleotide repeats. DNA trinucleotide repeats are naturally occurring runs of three base-pairs. [GOC:rb, PMID:21347277, SO:0000291]",13,http://amigo.geneontology.org/amigo/term/GO:0035753,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043248,proteasome assembly,"The aggregation, arrangement and bonding together of a mature, active proteasome complex. [GOC:go_curators, PMID:10872471]",33,http://amigo.geneontology.org/amigo/term/GO:0043248,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051726,regulation of cell cycle,"Any process that modulates the rate or extent of progression through the cell cycle. [GOC:ai, GOC:dph, GOC:tb]",45,http://amigo.geneontology.org/amigo/term/GO:0051726,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0072742,SAGA complex localization to transcription regulatory region,"Any process in which a SAGA complex is transported to, or maintained in, a specific location in the transcription regulatory region of a gene. [GOC:mah]",2,http://amigo.geneontology.org/amigo/term/GO:0072742,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c","The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III. [ISBN:0716731363]",36,http://amigo.geneontology.org/amigo/term/GO:0006122,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen","The transfer of electrons from cytochrome c to oxygen that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex IV. [ISBN:0716731363]",31,http://amigo.geneontology.org/amigo/term/GO:0006123,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0009060,aerobic respiration,"The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor. [GOC:das, GOC:jl, ISBN:0140513590]",45,http://amigo.geneontology.org/amigo/term/GO:0009060,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0045333,cellular respiration,"The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration). [GOC:das, ISBN:0140513590, ISBN:0198506732]",32,http://amigo.geneontology.org/amigo/term/GO:0045333,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1902600,proton transmembrane transport,"The directed movement of a proton across a membrane. [GO_REF:0000069, GOC:pr, GOC:TermGenie]",135,http://amigo.geneontology.org/amigo/term/GO:1902600,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
