annotation_id,annotation_name,annotation_description,size,linkout,date_download,go_download_link
GO:0031533,mRNA cap methyltransferase complex,"A protein complex that consists of an RNA 5' triphosphatase and a guanyl transferase (Cet1p and Ceg1p in S. cerevisiae; Pct1 and Ceg1 in S. pombe) and is involved in mRNA capping. [GOC:vw, PMID:10347220]",8,http://amigo.geneontology.org/amigo/term/GO:0031533,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005730,nucleolus,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. [ISBN:0198506732]",545,http://amigo.geneontology.org/amigo/term/GO:0005730,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0033553,rDNA heterochromatin,"A region of heterochromatin located at the rDNA repeats in a chromosome. [GOC:mah, PMID:20661445]",11,http://amigo.geneontology.org/amigo/term/GO:0033553,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005654,nucleoplasm,"That part of the nuclear content other than the chromosomes or the nucleolus. [GOC:ma, ISBN:0124325653]",328,http://amigo.geneontology.org/amigo/term/GO:0005654,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0022627,cytosolic small ribosomal subunit,The small subunit of a ribosome located in the cytosol. [GOC:mtg_sensu],124,http://amigo.geneontology.org/amigo/term/GO:0022627,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0030686,90S preribosome,"A large ribonucleoprotein complex considered to be the earliest preribosomal complex. In S. cerevisiae, it has a size of 90S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins. [GOC:krc, GOC:vw, PMID:12150911, PMID:12957375, PMID:15120992]",101,http://amigo.geneontology.org/amigo/term/GO:0030686,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032040,small-subunit processome,"A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins. [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]",165,http://amigo.geneontology.org/amigo/term/GO:0032040,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0031314,extrinsic component of mitochondrial inner membrane,"The component of mitochondrial inner membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region. [GOC:dos, GOC:mah]",8,http://amigo.geneontology.org/amigo/term/GO:0031314,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000943,retrotransposon nucleocapsid,"A complex of the retrotransposon RNA genome, reverse transcriptase, integrase, and associated molecules required for reproduction and integration of the retrotransposon into the host genome; the main structural molecule of the nucleocapsid is often a gag protein homolog. [GOC:clt, PMID:10861903]",91,http://amigo.geneontology.org/amigo/term/GO:0000943,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000346,transcription export complex,"The transcription export (TREX) complex couples transcription elongation by RNA polymerase II to mRNA export. The complex associates with the polymerase and travels with it along the length of the transcribed gene. TREX is composed of the THO transcription elongation complex as well as other proteins that couple THO to mRNA export proteins. The TREX complex is known to be found in a wide range of eukaryotes, including S. cerevisiae and metazoans. [GOC:krc, PMID:11979277]",10,http://amigo.geneontology.org/amigo/term/GO:0000346,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000445,THO complex part of transcription export complex,"The THO complex when it is part of the TREX (TRanscription EXport) complex that is involved in coupling transcription to export of mRNAs to the cytoplasm. In S. cerevisiae, it is composed of four subunits: Hpr1, Tho2, Thp1, and Mft1, while the human complex is composed of 7 subunits. [GOC:krc, PMID:11060033, PMID:11979277, PMID:16983072]",6,http://amigo.geneontology.org/amigo/term/GO:0000445,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000446,nucleoplasmic THO complex,"The THO complex when it is acting as a nuclear complex that is required for transcription elongation through genes containing tandemly repeated DNA sequences. In S. cerevisiae, it is composed of four subunits: Hpr1, Tho2, Thp2, and Mft1, while the human complex is composed of 7 subunits. [GOC:krc, GOC:se, PMID:11060033, PMID:11979277, PMID:16983072]",4,http://amigo.geneontology.org/amigo/term/GO:0000446,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005576,extracellular region,The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite. [GOC:go_curators],128,http://amigo.geneontology.org/amigo/term/GO:0005576,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0009277,fungal-type cell wall,"A rigid yet dynamic structure surrounding the plasma membrane that affords protection from stresses and contributes to cell morphogenesis, consisting of extensively cross-linked glycoproteins and carbohydrates. The glycoproteins may be modified with N- or O-linked carbohydrates, or glycosylphosphatidylinositol (GPI) anchors; the polysaccharides are primarily branched glucans, including beta-linked and alpha-linked glucans, and may also include chitin and other carbohydrate polymers, but not cellulose or pectin. Enzymes involved in cell wall biosynthesis are also found in the cell wall. Note that some forms of fungi develop a capsule outside of the cell wall under certain circumstances; this is considered a separate structure. [GOC:mcc, GOC:mtg_sensu, ISBN:3540601864, PMID:11283274, PMID:16927300, PMID:3319422]",174,http://amigo.geneontology.org/amigo/term/GO:0009277,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0071944,cell periphery,"The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures. [GOC:pdt]",278,http://amigo.geneontology.org/amigo/term/GO:0071944,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000502,proteasome complex,"A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core. [GOC:rb, Wikipedia:Proteasome]",44,http://amigo.geneontology.org/amigo/term/GO:0000502,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0034515,proteasome storage granule,"An aggregation of proteasome core protease (CP) and regulatory particle (RP) complexes that localizes in the cytoplasm as dot-like structures when cells are in a quiescent state. [GOC:krc, GOC:rb, PMID:18504300, PMID:30204036]",27,http://amigo.geneontology.org/amigo/term/GO:0034515,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008541,"proteasome regulatory particle, lid subcomplex","The subcomplex of the proteasome regulatory particle that forms the peripheral lid, which is added on top of the base subcomplex. [GOC:rb]",22,http://amigo.geneontology.org/amigo/term/GO:0008541,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005794,Golgi apparatus,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways. [ISBN:0198506732]",199,http://amigo.geneontology.org/amigo/term/GO:0005794,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0022625,cytosolic large ribosomal subunit,The large subunit of a ribosome located in the cytosol. [GOC:mtg_sensu],161,http://amigo.geneontology.org/amigo/term/GO:0022625,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005762,mitochondrial large ribosomal subunit,The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site). [GOC:mcc],137,http://amigo.geneontology.org/amigo/term/GO:0005762,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005933,cellular bud,"A protuberance from a cell of an organism that reproduces by budding, which will grow larger and become a separate daughter cell after nuclear division, cytokinesis, and cell wall formation (when appropriate). The daughter cell may completely separate from the mother cell, or the mother and daughter cells may remain associated. [GOC:sgd_curators]",56,http://amigo.geneontology.org/amigo/term/GO:0005933,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005934,cellular bud tip,The end of a cellular bud distal to the site of attachment to the mother cell. [GOC:mah],151,http://amigo.geneontology.org/amigo/term/GO:0005934,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005935,cellular bud neck,The constriction between the mother cell and daughter cell (bud) in an organism that reproduces by budding. [GOC:mah],310,http://amigo.geneontology.org/amigo/term/GO:0005935,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043332,mating projection tip,The apex of the mating projection in unicellular fungi exposed to mating pheromone; site of polarized growth. [GOC:mcc],144,http://amigo.geneontology.org/amigo/term/GO:0043332,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005758,mitochondrial intermembrane space,The region between the inner and outer lipid bilayers of the mitochondrial envelope. [GOC:mah],149,http://amigo.geneontology.org/amigo/term/GO:0005758,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042719,mitochondrial intermembrane space protein transporter complex,Soluble complex of the mitochondrial intermembrane space composed of various combinations of small Tim proteins; acts as a protein transporter to guide proteins to the Tim22 complex for insertion into the mitochondrial inner membrane. [PMID:12581629],16,http://amigo.geneontology.org/amigo/term/GO:0042719,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042721,TIM22 mitochondrial import inner membrane insertion complex,"A multi-subunit complex embedded in the mitochondrial inner membrane that mediates the inner membrane insertion of multi-transmembrane spanning proteins that contain internal targeting elements. In yeast cells, TIM22 is a 300-kDa complex, consisting of four membrane integral subunits, Tim22, Tim54, Tim18 and Sdh3, and a peripheral chaperone complex consisting of the small TIM proteins, Tim9-Tim10-Tim12. [PMID:12191765, PMID:27554484]",17,http://amigo.geneontology.org/amigo/term/GO:0042721,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005763,mitochondrial small ribosomal subunit,The smaller of the two subunits of a mitochondrial ribosome. [GOC:mcc],95,http://amigo.geneontology.org/amigo/term/GO:0005763,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0070390,transcription export complex 2,"A protein complex that couples SAGA-dependent gene expression to mRNA export at the inner side of the nuclear pore complex (NPC). The TREX-2 complex is tethered to the inner side of the NPC via the nucleoporins Nup1 and Nup60; in S. cerevisiae it contains Sac3p, Thp1p, Sem1, Sus1p and Cdc31p. [GOC:dgf, GOC:mah, PMID:17786152, PMID:19289793, PMID:28334829]",12,http://amigo.geneontology.org/amigo/term/GO:0070390,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0070469,respirasome,"The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient. [GOC:ecd, GOC:mah, ISBN:0198547684, Wikipedia:Respirasome]",4,http://amigo.geneontology.org/amigo/term/GO:0070469,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005750,mitochondrial respiratory chain complex III,"A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. Contains about 10 polypeptide subunits including four redox centers: cytochrome b/b6, cytochrome c1 and an 2Fe-2S cluster. Catalyzes the oxidation of ubiquinol by oxidized cytochrome c1. [GOC:mtg_sensu, ISBN:0198547684]",32,http://amigo.geneontology.org/amigo/term/GO:0005750,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0034399,nuclear periphery,"The portion of the nuclear lumen proximal to the inner nuclear membrane. [GOC:krc, GOC:mah]",61,http://amigo.geneontology.org/amigo/term/GO:0034399,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0099617,matrix side of mitochondrial inner membrane,The side (leaflet) of the mitochondrial inner membrane that faces the matrix. [GOC:dos],5,http://amigo.geneontology.org/amigo/term/GO:0099617,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005811,lipid droplet,"An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins. [GOC:mah, GOC:tb]",116,http://amigo.geneontology.org/amigo/term/GO:0005811,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005751,mitochondrial respiratory chain complex IV,"A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. Contains the 13 polypeptide subunits of cytochrome c oxidase, including cytochrome a and cytochrome a3. Catalyzes the oxidation of reduced cytochrome c by dioxygen (O2). [GOC:mtg_sensu, ISBN:0198547684]",26,http://amigo.geneontology.org/amigo/term/GO:0005751,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005759,mitochondrial matrix,"The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation. [GOC:as, ISBN:0198506732]",162,http://amigo.geneontology.org/amigo/term/GO:0005759,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1902693,superoxide dismutase complex,"A protein complex which is capable of superoxide dismutase activity. [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:10026301]",3,http://amigo.geneontology.org/amigo/term/GO:1902693,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000307,cyclin-dependent protein kinase holoenzyme complex,"Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner. [GOC:krc, PMID:11602261]",76,http://amigo.geneontology.org/amigo/term/GO:0000307,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0010494,cytoplasmic stress granule,"A dense aggregation in the cytosol composed of proteins and RNAs that appear when the cell is under stress. [GOC:ans, PMID:17284590, PMID:17601829, PMID:17967451, PMID:20368989]",152,http://amigo.geneontology.org/amigo/term/GO:0010494,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000324,fungal-type vacuole,"A vacuole that has both lytic and storage functions. The fungal vacuole is a large, membrane-bounded organelle that functions as a reservoir for the storage of small molecules (including polyphosphate, amino acids, several divalent cations (e.g. calcium), other ions, and other small molecules) as well as being the primary compartment for degradation. It is an acidic compartment, containing an ensemble of acid hydrolases. At least in S. cerevisiae, there are indications that the morphology of the vacuole is variable and correlated with the cell cycle, with logarithmically growing cells having a multilobed, reticulated vacuole, while stationary phase cells contain a single large structure. [GOC:mah, GOC:mtg_sensu, ISBN:0879693649]",342,http://amigo.geneontology.org/amigo/term/GO:0000324,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000328,fungal-type vacuole lumen,"The volume enclosed within the vacuolar membrane of a vacuole, the shape of which correlates with cell cycle phase. An example of this structure is found in Saccharomyces cerevisiae. [GOC:krc, GOC:mtg_sensu]",18,http://amigo.geneontology.org/amigo/term/GO:0000328,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1903269,ornithine carbamoyltransferase inhibitor complex,"A protein complex which is capable of ornithine carbamoyltransferase inhibitor activity. [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:12679340]",2,http://amigo.geneontology.org/amigo/term/GO:1903269,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005753,mitochondrial proton-transporting ATP synthase complex,"A proton-transporting ATP synthase complex found in the mitochondrial membrane. [GOC:mah, GOC:mtg_sensu]",20,http://amigo.geneontology.org/amigo/term/GO:0005753,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005754,"mitochondrial proton-transporting ATP synthase, catalytic core","The hexamer, comprising three alpha and three beta subunits, that possesses the catalytic activity of the mitochondrial hydrogen-transporting ATP synthase. [GOC:mtg_sensu, PMID:10838056]",7,http://amigo.geneontology.org/amigo/term/GO:0005754,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)","The sector of a hydrogen-transporting ATP synthase complex in which the catalytic activity resides; it comprises the catalytic core and central stalk, and is peripherally associated with a membrane, such as the plasma membrane or the mitochondrial inner membrane, when the entire ATP synthase is assembled. [GOC:mah, PMID:10838056]",5,http://amigo.geneontology.org/amigo/term/GO:0045261,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","All non-F1 subunits of the mitochondrial hydrogen-transporting ATP synthase, including integral and peripheral mitochondrial inner membrane proteins. [GOC:mtg_sensu, PMID:10838056]",18,http://amigo.geneontology.org/amigo/term/GO:0000276,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005950,anthranilate synthase complex,"A heterotetrameric enzyme complex made up of two components I and two components II. Catalyzes the formation of anthranilate, pyruvate and L-glutamate from chorismate and L-glutamine. [PMID:4886290]",4,http://amigo.geneontology.org/amigo/term/GO:0005950,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000015,phosphopyruvate hydratase complex,"A multimeric enzyme complex, usually a dimer or an octamer, that catalyzes the conversion of 2-phospho-D-glycerate to phosphoenolpyruvate and water. [GOC:jl, ISBN:0198506732]",7,http://amigo.geneontology.org/amigo/term/GO:0000015,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0009898,cytoplasmic side of plasma membrane,"The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]",7,http://amigo.geneontology.org/amigo/term/GO:0009898,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005741,mitochondrial outer membrane,"The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope. [GOC:ai]",183,http://amigo.geneontology.org/amigo/term/GO:0005741,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0017102,methionyl glutamyl tRNA synthetase complex,"A complex consisting of methionyl- and glutamyl-tRNA synthetases. The tRNA synthetases present in the complex bind to their cognate tRNAs more efficiently than they do as monomers. [GOC:mcc, PMID:11069915]",8,http://amigo.geneontology.org/amigo/term/GO:0017102,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,"A multienzyme complex found in all multicellular eukaryotes composed of eight proteins with aminoacyl-tRNA synthetase activities (abbreviated as: ArgRS, AspRS, GluProRS, GlnRS, IleRS, LeuRS, LysRS, MetRS where RS is the enzyme, preceded by the amino acid it uses as a substrate) as well as three non-synthetase proteins (p43, p38, and p18) with diverse functions. Several of these subunits are known dimers, so the total polypeptide count in the multisynthetase complex is at least fifteen. All of the enzymes in this assembly catalyze the same reaction, the covalent attachment of an amino acid to either the 2'- or 3'-hydroxyl of the 3'-terminal adenosine of tRNA, but using different substrates. [GOC:jl, PMID:16169847]",3,http://amigo.geneontology.org/amigo/term/GO:0017101,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005773,vacuole,"A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol. [GOC:mtg_sensu, ISBN:0198506732]",29,http://amigo.geneontology.org/amigo/term/GO:0005773,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0032991,protein-containing complex,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together. [GOC:dos, GOC:mah]",19,http://amigo.geneontology.org/amigo/term/GO:0032991,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005789,endoplasmic reticulum membrane,The lipid bilayer surrounding the endoplasmic reticulum. [GOC:mah],417,http://amigo.geneontology.org/amigo/term/GO:0005789,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0012505,endomembrane system,"A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles. [GOC:lh]",34,http://amigo.geneontology.org/amigo/term/GO:0012505,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000139,Golgi membrane,The lipid bilayer surrounding any of the compartments of the Golgi apparatus. [GOC:mah],158,http://amigo.geneontology.org/amigo/term/GO:0000139,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000407,phagophore assembly site,"Punctate structures proximal to the endoplasmic reticulum which are the sites where the Atg machinery assembles upon autophagy induction. [GOC:elh, PMID:11689437, PMID:12048214, PMID:12554655]",71,http://amigo.geneontology.org/amigo/term/GO:0000407,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
