annotation_id,annotation_name,annotation_description,size,linkout,date_download,go_download_link
GO:0004932,mating-type factor pheromone receptor activity,"Combining with a mating-type factor pheromone to initiate a change in cell activity. [GOC:dph, GOC:vw]",2,http://amigo.geneontology.org/amigo/term/GO:0004932,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004934,mating-type alpha-factor pheromone receptor activity,Combining with the mating-type alpha-factor pheromone to initiate a change in cell activity. [GOC:mah],4,http://amigo.geneontology.org/amigo/term/GO:0004934,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005515,protein binding,Binding to a protein. [GOC:go_curators],15408,http://amigo.geneontology.org/amigo/term/GO:0005515,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005550,pheromone binding,"Binding to a pheromone, a substance, or characteristic mixture of substances, that is secreted and released by an organism and detected by a second organism of the same or a closely related species, in which it causes a specific reaction, such as a definite behavioral reaction or a developmental process. [GOC:ai]",1,http://amigo.geneontology.org/amigo/term/GO:0005550,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005347,ATP transmembrane transporter activity,"Enables the transfer of ATP, adenosine triphosphate, from one side of a membrane to the other. [GOC:ai]",2,http://amigo.geneontology.org/amigo/term/GO:0005347,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005471,ATP:ADP antiporter activity,Catalysis of the reaction: ATP(out) + ADP(in) = ATP(in) + ADP(out). [TC:2.A.29.1.1],7,http://amigo.geneontology.org/amigo/term/GO:0005471,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005509,calcium ion binding,Binding to a calcium ion (Ca2+). [GOC:ai],30,http://amigo.geneontology.org/amigo/term/GO:0005509,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004651,polynucleotide 5'-phosphatase activity,Catalysis of the reaction: 5'-phosphopolynucleotide + H2O = polynucleotide + phosphate. [EC:3.1.3.33],5,http://amigo.geneontology.org/amigo/term/GO:0004651,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0140818,mRNA 5'-phosphatase activity,A 5'-end triphospho-[mRNA] + H2O = a 5'-end diphospho-[mRNA] + H+ + phosphate. [PMID:9473487],2,http://amigo.geneontology.org/amigo/term/GO:0140818,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008270,zinc ion binding,Binding to a zinc ion (Zn). [GOC:ai],634,http://amigo.geneontology.org/amigo/term/GO:0008270,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043110,rDNA spacer replication fork barrier binding,"Binding to replication fork barriers found in rDNA spacers, sites that inhibit replication forks in the direction opposite to rDNA transcription. [GOC:jl, GOC:mah, PMID:14645529]",2,http://amigo.geneontology.org/amigo/term/GO:0043110,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003735,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah],403,http://amigo.geneontology.org/amigo/term/GO:0003735,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0019843,rRNA binding,Binding to a ribosomal RNA. [GOC:jl],50,http://amigo.geneontology.org/amigo/term/GO:0019843,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004540,RNA nuclease activity,"Catalysis of the hydrolysis of phosphodiester bonds in chains of RNA. [GOC:mah, ISBN:0198547684]",45,http://amigo.geneontology.org/amigo/term/GO:0004540,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008233,peptidase activity,"Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid. [GOC:jl, ISBN:0815332181]",54,http://amigo.geneontology.org/amigo/term/GO:0008233,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003676,nucleic acid binding,Binding to a nucleic acid. [GOC:jl],60,http://amigo.geneontology.org/amigo/term/GO:0003676,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005199,structural constituent of cell wall,The action of a molecule that contributes to the structural integrity of a cell wall. [GOC:mah],51,http://amigo.geneontology.org/amigo/term/GO:0005199,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003678,DNA helicase activity,"Unwinding of a DNA helix, driven by ATP hydrolysis. [GOC:jl]",26,http://amigo.geneontology.org/amigo/term/GO:0003678,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0016887,ATP hydrolysis activity,"Catalysis of the reaction: ATP + H2O = ADP + H+ phosphate. ATP hydrolysis is used in some reactions as an energy source, for example to catalyze a reaction or drive transport against a concentration gradient. [RHEA:13065]",302,http://amigo.geneontology.org/amigo/term/GO:0016887,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043130,ubiquitin binding,"Binding to ubiquitin, a protein that when covalently bound to other cellular proteins marks them for proteolytic degradation. [GOC:ecd]",68,http://amigo.geneontology.org/amigo/term/GO:0043130,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1990846,ribonucleoside-diphosphate reductase inhibitor activity,"Binds to and stops, prevents or reduces the activity of ribonucleoside-diphosphate reductase. [PMID:16317005]",5,http://amigo.geneontology.org/amigo/term/GO:1990846,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051020,GTPase binding,"Binding to a GTPase, any enzyme that catalyzes the hydrolysis of GTP. [GOC:ai]",4,http://amigo.geneontology.org/amigo/term/GO:0051020,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003713,transcription coactivator activity,"A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator. [GOC:txnOH-2018, PMID:10213677, PMID:16858867]",64,http://amigo.geneontology.org/amigo/term/GO:0003713,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043022,ribosome binding,Binding to a ribosome. [GOC:go_curators],52,http://amigo.geneontology.org/amigo/term/GO:0043022,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1990050,phosphatidic acid transfer activity,"Removes a phosphatidic acid from a membrane or a monolayer lipid particle, transports it through the aqueous phase while protected in a hydrophobic pocket, and brings it to an acceptor membrane or lipid particle. Phosphatidic acid refers to a glycophospholipids with, in general, a saturated fatty acid bonded to carbon-1, an unsaturated fatty acid bonded to carbon-2, and a phosphate group bonded to carbon-3. [PMID:23042293]",6,http://amigo.geneontology.org/amigo/term/GO:1990050,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051082,unfolded protein binding,Binding to an unfolded protein. [GOC:ai],124,http://amigo.geneontology.org/amigo/term/GO:0051082,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0140318,protein transporter activity,Directly binding to a specific protein and delivering it to a specific cellular location. [PMID:18706423],21,http://amigo.geneontology.org/amigo/term/GO:0140318,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0044183,protein folding chaperone,Binding to a protein or a protein-containing complex to assist the protein folding process. [GOC:mtg_cambridge_2009],24,http://amigo.geneontology.org/amigo/term/GO:0044183,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0060090,molecular adaptor activity,"The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way. [GOC:mtg_MIT_16mar07, GOC:vw]",66,http://amigo.geneontology.org/amigo/term/GO:0060090,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0009055,electron transfer activity,Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient. [ISBN:0198506732],16,http://amigo.geneontology.org/amigo/term/GO:0009055,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0020037,heme binding,"Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring. [GOC:ai]",27,http://amigo.geneontology.org/amigo/term/GO:0020037,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0008121,ubiquinol-cytochrome-c reductase activity,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: CoQH2 + 2 ferricytochrome c = CoQ + 2 ferrocytochrome c + 2 H+. [RHEA:11484],18,http://amigo.geneontology.org/amigo/term/GO:0008121,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004460,L-lactate dehydrogenase (cytochrome) activity,Catalysis of the reaction: (S)-lactate + 2 [Fe(III)cytochrome c] = 2 [Fe(II)cytochrome c] + 2 H+ + pyruvate. [RHEA:19909],2,http://amigo.geneontology.org/amigo/term/GO:0004460,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004022,alcohol dehydrogenase (NAD+) activity,Catalysis of the reaction: an alcohol + NAD+ = an aldehyde or ketone + NADH + H+. [EC:1.1.1.1],14,http://amigo.geneontology.org/amigo/term/GO:0004022,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0019170,methylglyoxal reductase (NADH-dependent) activity,Catalysis of the reaction: (R)-lactaldehyde + NAD+ = methylglyoxal + NADH + H+. [EC:1.1.1.78],1,http://amigo.geneontology.org/amigo/term/GO:0019170,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042802,identical protein binding,Binding to an identical protein or proteins. [GOC:jl],392,http://amigo.geneontology.org/amigo/term/GO:0042802,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1904408,melatonin binding,"Binding to melatonin. [GO_REF:0000067, GOC:mr, GOC:TermGenie, PMID:10379923]",9,http://amigo.geneontology.org/amigo/term/GO:1904408,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,Catalysis of the reaction: D-glyceraldehyde 3-phosphate + phosphate + NAD+ = 3-phospho-D-glyceroyl phosphate + NADH + H+. [EC:1.2.1.12],3,http://amigo.geneontology.org/amigo/term/GO:0004365,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0050661,NADP binding,"Binding to nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH. [GOC:ai]",19,http://amigo.geneontology.org/amigo/term/GO:0050661,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051287,NAD binding,"Binding to nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH. [GOC:ai]",22,http://amigo.geneontology.org/amigo/term/GO:0051287,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:1990841,promoter-specific chromatin binding,Binding to a section of chromatin that is associated with gene promoter sequences of DNA. [PMID:19948729],8,http://amigo.geneontology.org/amigo/term/GO:1990841,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004129,cytochrome-c oxidase activity,Catalysis of the reaction: 4 ferrocytochrome c + O2 + 4 H+ = 4 ferricytochrome c + 2 H2O. [RHEA:11436],34,http://amigo.geneontology.org/amigo/term/GO:0004129,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0005507,copper ion binding,Binding to a copper (Cu) ion. [GOC:ai],22,http://amigo.geneontology.org/amigo/term/GO:0005507,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0050421,nitrite reductase (NO-forming) activity,"Catalysis of the reaction: nitric oxide + H2O + ferricytochrome c = nitrite + ferrocytochrome c + 2 H+. [EC:1.7.2.1, MetaCyc:NITRITE-REDUCTASE-CYTOCHROME-RXN]",1,http://amigo.geneontology.org/amigo/term/GO:0050421,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004130,cytochrome-c peroxidase activity,Catalysis of the reaction: 2 ferrocytochrome c + hydrogen peroxide = 2 ferricytochrome c + 2 H2O. [EC:1.11.1.5],4,http://amigo.geneontology.org/amigo/term/GO:0004130,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004601,peroxidase activity,Catalysis of the reaction: a donor + a peroxide = an oxidized donor + 2 H2O. [GOC:curators],1,http://amigo.geneontology.org/amigo/term/GO:0004601,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004784,superoxide dismutase activity,"Catalysis of the reaction: 2 superoxide + 2 H+ = O2 + hydrogen peroxide. [EC:1.15.1.1, GOC:vw, PMID:15064408]",8,http://amigo.geneontology.org/amigo/term/GO:0004784,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000287,magnesium ion binding,Binding to a magnesium (Mg) ion. [GOC:ai],66,http://amigo.geneontology.org/amigo/term/GO:0000287,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003879,ATP phosphoribosyltransferase activity,Catalysis of the reaction: 1-(5-phospho-D-ribosyl)-ATP + diphosphate = ATP + 5-phospho-alpha-D-ribose 1-diphosphate. [EC:2.4.2.17],2,http://amigo.geneontology.org/amigo/term/GO:0003879,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0000993,RNA polymerase II complex binding,"Binding to an RNA polymerase II core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of twelve subunits. [GOC:txnOH]",36,http://amigo.geneontology.org/amigo/term/GO:0000993,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004672,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP. [MetaCyc:PROTEIN-KINASE-RXN]",135,http://amigo.geneontology.org/amigo/term/GO:0004672,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004674,protein serine/threonine kinase activity,"Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate. [GOC:bf, PMID:2956925]",252,http://amigo.geneontology.org/amigo/term/GO:0004674,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004693,cyclin-dependent protein serine/threonine kinase activity,"Cyclin-dependent catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate. [GOC:pr, GOC:rn, PMID:7877684, PMID:9841670]",22,http://amigo.geneontology.org/amigo/term/GO:0004693,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0030332,cyclin binding,"Binding to cyclins, proteins whose levels in a cell varies markedly during the cell cycle, rising steadily until mitosis, then falling abruptly to zero. As cyclins reach a threshold level, they are thought to drive cells into G2 phase and thus to mitosis. [GOC:ai]",9,http://amigo.geneontology.org/amigo/term/GO:0030332,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0042393,histone binding,"Binding to a histone, any of a group of water-soluble proteins found in association with the DNA of eukaryotic or archaeal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in gene regulation and DNA replication. They may be chemically modified (methylated, acetlyated and others) to regulate gene transcription. [GOC:jl, PMID:16209651, PMID:30212449, PMID:9305837]",58,http://amigo.geneontology.org/amigo/term/GO:0042393,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0106310,protein serine kinase activity,Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate. [RHEA:17989],120,http://amigo.geneontology.org/amigo/term/GO:0106310,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004743,pyruvate kinase activity,"Catalysis of the reaction: = ADP + H+ + phosphoenolpyruvate => ATP + pyruvate. [EC:2.7.1.40, RHEA:18159]",7,http://amigo.geneontology.org/amigo/term/GO:0004743,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0016301,kinase activity,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule. [ISBN:0198506732]",13,http://amigo.geneontology.org/amigo/term/GO:0016301,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0030955,potassium ion binding,Binding to a potassium ion (K+). [GOC:mah],2,http://amigo.geneontology.org/amigo/term/GO:0030955,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0047134,protein-disulfide reductase (NAD(P)) activity,"Catalysis of the reaction: protein-dithiol + NAD(P)+ = protein-disulfide + NAD(P)H + H+. [EC:1.8.1.8, MetaCyc:1.6.4.4-RXN]",1,http://amigo.geneontology.org/amigo/term/GO:0047134,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004618,phosphoglycerate kinase activity,"Catalysis of the reaction: 3-phospho-D-glycerate + ATP = 3-phospho-D-glyceroyl phosphate + ADP + H+. [EC:2.7.2.3, RHEA:14801]",2,http://amigo.geneontology.org/amigo/term/GO:0004618,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0043531,ADP binding,"Binding to ADP, adenosine 5'-diphosphate. [GOC:jl]",3,http://amigo.geneontology.org/amigo/term/GO:0043531,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004550,nucleoside diphosphate kinase activity,Catalysis of the reaction: ATP + nucleoside diphosphate = ADP + nucleoside triphosphate. [EC:2.7.4.6],6,http://amigo.geneontology.org/amigo/term/GO:0004550,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004798,thymidylate kinase activity,Catalysis of the reaction: ATP + thymidine 5'-phosphate = ADP + thymidine 5'-diphosphate. [EC:2.7.4.9],8,http://amigo.geneontology.org/amigo/term/GO:0004798,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0009041,UMP/dUMP kinase activity,Catalysis of the reaction: ATP + (d)UMP = ADP + (d)UDP. [GOC:go_curators],5,http://amigo.geneontology.org/amigo/term/GO:0009041,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0003993,acid phosphatase activity,"Catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an acid pH optimum. [EC:3.1.3.2]",14,http://amigo.geneontology.org/amigo/term/GO:0003993,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0017111,ribonucleoside triphosphate phosphatase activity,Catalysis of the reaction: a ribonucleoside triphosphate + H2O = a ribonucleoside diphosphate + H+ + phosphate. [RHEA:23680],10,http://amigo.geneontology.org/amigo/term/GO:0017111,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0047429,nucleoside triphosphate diphosphatase activity,Catalysis of the reaction: a nucleoside triphosphate + H2O = a nucleotide + H+ + diphosphate. [EC:3.6.1.9],12,http://amigo.geneontology.org/amigo/term/GO:0047429,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004564,beta-fructofuranosidase activity,"Catalysis of the reaction: a fructofuranosylated fructofuranosyl acceptor + H2O = a non fructofuranosylated fructofuranosyl acceptor + a beta-D-fructofuranoside. [EC:3.2.1.26, MetaCyc:RXN-9985]",3,http://amigo.geneontology.org/amigo/term/GO:0004564,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004575,sucrose alpha-glucosidase activity,"Catalysis of the reaction: sucrose + H2O = alpha-D-glucose + beta-D-fructose. [EC:3.2.1.48, MetaCyc:RXN-1461]",6,http://amigo.geneontology.org/amigo/term/GO:0004575,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0051670,inulinase activity,"Catalysis of the endohydrolysis of 2,1-beta-D-fructosidic linkages in inulin. [EC:3.2.1.7]",1,http://amigo.geneontology.org/amigo/term/GO:0051670,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004185,serine-type carboxypeptidase activity,Catalysis of the hydrolysis of a single C-terminal amino acid residue from the C-terminus of a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine). [https://www.ebi.ac.uk/merops/about/glossary.shtml#CARBOXYPEPTIDASE],9,http://amigo.geneontology.org/amigo/term/GO:0004185,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
GO:0004053,arginase activity,Catalysis of the reaction: L-arginine + H2O = L-ornithine + urea. [EC:3.5.3.1],3,http://amigo.geneontology.org/amigo/term/GO:0004053,2023-05-10,http://ftp.ebi.ac.uk/pub/databases/GO/goa/YEAST/goa_yeast.gaf.gz
