annotation_id,annotation_name,annotation_description,size,linkout,date_download,go_download_link
GO:0045202,synapse,"The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]",486,http://amigo.geneontology.org/amigo/term/GO:0045202,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005741,mitochondrial outer membrane,"The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope. [GOC:ai]",401,http://amigo.geneontology.org/amigo/term/GO:0005741,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005615,extracellular space,"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid. [ISBN:0198547684]",2469,http://amigo.geneontology.org/amigo/term/GO:0005615,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0045095,keratin filament,"A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins. [ISBN:0716731363]",123,http://amigo.geneontology.org/amigo/term/GO:0045095,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000932,P-body,"A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing. [GOC:clt, PMID:12730603]",153,http://amigo.geneontology.org/amigo/term/GO:0000932,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005882,intermediate filament,"A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins. [http://www.cytochemistry.net/Cell-biology/intermediate_filaments.htm, ISBN:0198506732]",147,http://amigo.geneontology.org/amigo/term/GO:0005882,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005783,endoplasmic reticulum,"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached). [ISBN:0198506732]",1485,http://amigo.geneontology.org/amigo/term/GO:0005783,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005789,endoplasmic reticulum membrane,The lipid bilayer surrounding the endoplasmic reticulum. [GOC:mah],2226,http://amigo.geneontology.org/amigo/term/GO:0005789,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005801,cis-Golgi network,"The network of interconnected tubular and cisternal structures located at the convex side of the Golgi apparatus, which abuts the endoplasmic reticulum. [ISBN:0198506732, ISBN:0815316194]",77,http://amigo.geneontology.org/amigo/term/GO:0005801,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030054,cell junction,"A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella. [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]",226,http://amigo.geneontology.org/amigo/term/GO:0030054,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0036064,ciliary basal body,"A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport. [GOC:cilia, GOC:clt, PMID:21750193]",221,http://amigo.geneontology.org/amigo/term/GO:0036064,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005765,lysosomal membrane,The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm. [GOC:ai],896,http://amigo.geneontology.org/amigo/term/GO:0005765,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031902,late endosome membrane,The lipid bilayer surrounding a late endosome. [GOC:pz],169,http://amigo.geneontology.org/amigo/term/GO:0031902,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030424,axon,"The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]",360,http://amigo.geneontology.org/amigo/term/GO:0030424,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000785,chromatin,"The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome. [GOC:elh, PMID:20404130]",1200,http://amigo.geneontology.org/amigo/term/GO:0000785,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005834,heterotrimeric G-protein complex,Any of a family of heterotrimeric GTP-binding and hydrolyzing proteins; they belong to a superfamily of GTPases that includes monomeric proteins such as EF-Tu and RAS. Heterotrimeric G-proteins consist of three subunits; the alpha subunit contains the guanine nucleotide binding site and possesses GTPase activity; the beta and gamma subunits are tightly associated and function as a beta-gamma heterodimer; extrinsic plasma membrane proteins (cytoplasmic face) that function as a complex to transduce signals from G protein-coupled receptors to an effector protein. [ISBN:0198547684],40,http://amigo.geneontology.org/amigo/term/GO:0005834,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005794,Golgi apparatus,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways. [ISBN:0198506732]",1352,http://amigo.geneontology.org/amigo/term/GO:0005794,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005575,cellular_component,"A location, relative to cellular compartments and structures, occupied by a macromolecular machine when it carries out a molecular function. There are two ways in which the gene ontology describes locations of gene products: (1) relative to cellular structures (e.g., cytoplasmic side of plasma membrane) or compartments (e.g., mitochondrion), and (2) the stable macromolecular complexes of which they are parts (e.g., the ribosome). [GOC:pdt, NIF_Subcellular:sao1337158144]",415,http://amigo.geneontology.org/amigo/term/GO:0005575,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000786,nucleosome,"A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures. [GOC:elh]",142,http://amigo.geneontology.org/amigo/term/GO:0000786,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005730,nucleolus,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. [ISBN:0198506732]",1269,http://amigo.geneontology.org/amigo/term/GO:0005730,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031965,nuclear membrane,"Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space. [GOC:mah, GOC:pz]",286,http://amigo.geneontology.org/amigo/term/GO:0031965,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031966,mitochondrial membrane,"Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope. [GOC:mah, NIF_Subcellular:sao1045389829]",151,http://amigo.geneontology.org/amigo/term/GO:0031966,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0022627,cytosolic small ribosomal subunit,The small subunit of a ribosome located in the cytosol. [GOC:mtg_sensu],143,http://amigo.geneontology.org/amigo/term/GO:0022627,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005759,mitochondrial matrix,"The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation. [GOC:as, ISBN:0198506732]",770,http://amigo.geneontology.org/amigo/term/GO:0005759,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030895,apolipoprotein B mRNA editing enzyme complex,"Protein complex that mediates editing of the mRNA encoding apolipoprotein B; catalyzes the deamination of C to U (residue 6666 in the human mRNA). Contains a catalytic subunit, APOBEC-1, and other proteins (e.g. human ASP; rat ASP and KSRP). [PMID:10781591, PMID:12683974]",6,http://amigo.geneontology.org/amigo/term/GO:0030895,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005929,cilium,"A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body. [GOC:cilia, GOC:curators, GOC:kmv, GOC:vw, ISBN:0198547684, PMID:16824949, PMID:17009929, PMID:20144998]",469,http://amigo.geneontology.org/amigo/term/GO:0005929,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030992,intraciliary transport particle B,"The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa. [GOC:cilia, GOC:kmv, PMID:14570576, PMID:19253336]",52,http://amigo.geneontology.org/amigo/term/GO:0030992,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043005,neuron projection,"A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",345,http://amigo.geneontology.org/amigo/term/GO:0043005,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0097542,ciliary tip,"Part of the cilium where the axoneme ends. The ciliary tip has been implicated in ciliary assembly and disassembly, as well as signal transduction. [GOC:cilia, PMID:23970417]",172,http://amigo.geneontology.org/amigo/term/GO:0097542,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005654,nucleoplasm,"That part of the nuclear content other than the chromosomes or the nucleolus. [GOC:ma, ISBN:0124325653]",20123,http://amigo.geneontology.org/amigo/term/GO:0005654,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,"The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region. [GOC:mah]",73,http://amigo.geneontology.org/amigo/term/GO:0031234,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0044232,organelle membrane contact site,"A zone of apposition between the membranes of an organelle with another membrane, either another membrane of the same organelle, a membrane of another organelle, or the plasma membrane. Membrane contact sites (MCSs) are structured by bridging complexes. They are specialized for communication, including the efficient traffic of small molecules such as Ca2+ ions and lipids, as well as enzyme-substrate interactions. [GOC:jl, PMID:16806880]",14,http://amigo.geneontology.org/amigo/term/GO:0044232,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0140268,endoplasmic reticulum-plasma membrane contact site,"A contact site between the endoplasmic reticulum membrane and the plasma membrane, structured by bridging complexes. [PMID:23041194, PMID:27955928, PMID:29290560, PMID:29782498, PMID:30012696]",17,http://amigo.geneontology.org/amigo/term/GO:0140268,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0070847,core mediator complex,"A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]",34,http://amigo.geneontology.org/amigo/term/GO:0070847,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005769,early endosome,"A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways. [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]",414,http://amigo.geneontology.org/amigo/term/GO:0005769,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0071735,IgG immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of an IgG isotype and two identical immunoglobulin light chains, held together by disulfide bonds. An IgG immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, ISBN:0781765196]",15,http://amigo.geneontology.org/amigo/term/GO:0071735,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0071738,IgD immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of the IgD isotype and two identical immunoglobulin light chains, held together by disulfide bonds. An IgD immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, ISBN:0781765196, PMID:11282392]",6,http://amigo.geneontology.org/amigo/term/GO:0071738,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0071742,IgE immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of the IgE isotype and two identical immunoglobulin light chains, held together by disulfide bonds. An IgE immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, ISBN:0781765196]",7,http://amigo.geneontology.org/amigo/term/GO:0071742,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0071745,IgA immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of the IgA isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and sometimes complexed with J chain or J chain and secretory component. An IgA immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, ISBN:0781765196, PMID:16362985]",7,http://amigo.geneontology.org/amigo/term/GO:0071745,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0071753,IgM immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of the IgM isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and in its circulating form complexed with J chain in polymeric forms. An IgM immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, ISBN:0781765196, PMID:20176268]",6,http://amigo.geneontology.org/amigo/term/GO:0071753,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005874,microtubule,"Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle. [ISBN:0879693568]",339,http://amigo.geneontology.org/amigo/term/GO:0005874,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0015630,microtubule cytoskeleton,"The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins. [GOC:jl, ISBN:0395825172]",208,http://amigo.geneontology.org/amigo/term/GO:0015630,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030027,lamellipodium,A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments. [ISBN:0815316194],219,http://amigo.geneontology.org/amigo/term/GO:0030027,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030175,filopodium,"Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft. [GOC:mah, GOC:pr, ISBN:0815316194]",84,http://amigo.geneontology.org/amigo/term/GO:0030175,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030426,growth cone,"The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic. [GOC:aruk, GOC:bc, ISBN:0815316194, PMID:10082468]",141,http://amigo.geneontology.org/amigo/term/GO:0030426,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0031252,cell leading edge,The area of a motile cell closest to the direction of movement. [GOC:pg],51,http://amigo.geneontology.org/amigo/term/GO:0031252,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0043204,perikaryon,The portion of the cell soma (neuronal cell body) that excludes the nucleus. [GOC:jl],163,http://amigo.geneontology.org/amigo/term/GO:0043204,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0044295,axonal growth cone,"The migrating motile tip of a growing nerve cell axon. [GOC:jl, NIF_Subcellular:sao203987954]",28,http://amigo.geneontology.org/amigo/term/GO:0044295,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0048471,perinuclear region of cytoplasm,"Cytoplasm situated near, or occurring around, the nucleus. [GOC:jid]",782,http://amigo.geneontology.org/amigo/term/GO:0048471,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005875,microtubule associated complex,Any multimeric complex connected to a microtubule. [GOC:jl],37,http://amigo.geneontology.org/amigo/term/GO:0005875,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0016324,apical plasma membrane,The region of the plasma membrane located at the apical end of the cell. [GOC:curators],538,http://amigo.geneontology.org/amigo/term/GO:0016324,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0070062,extracellular exosome,"A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",3367,http://amigo.geneontology.org/amigo/term/GO:0070062,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005743,mitochondrial inner membrane,"The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae. [GOC:ai]",1462,http://amigo.geneontology.org/amigo/term/GO:0005743,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0005637,nuclear inner membrane,"The inner, i.e. lumen-facing, lipid bilayer of the nuclear envelope. [GOC:ma]",66,http://amigo.geneontology.org/amigo/term/GO:0005637,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0032421,stereocilium bundle,"A bundle of cross-linked stereocilia, arranged around a kinocilium on the apical surface of a sensory hair cell (e.g. a neuromast, auditory or vestibular hair cell). Stereocilium bundles act as mechanosensory organelles by responding to fluid motion or fluid pressure changes. [GOC:ecd, PMID:15661519, PMID:7840137]",7,http://amigo.geneontology.org/amigo/term/GO:0032421,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0060171,stereocilium membrane,"The portion of the plasma membrane surrounding a stereocilium. [GOC:dph, GOC:rph]",6,http://amigo.geneontology.org/amigo/term/GO:0060171,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0001669,acrosomal vesicle,"A structure in the head of a spermatozoon that contains acid hydrolases, and is concerned with the breakdown of the outer membrane of the ovum during fertilization. It lies just beneath the plasma membrane and is derived from the lysosome. [ISBN:0124325653, ISBN:0198506732]",128,http://amigo.geneontology.org/amigo/term/GO:0001669,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0097228,sperm principal piece,"The segment of the sperm flagellum where the mitochondrial sheath ends, and the outer dense fibers (ODFs) associated with outer axonemal doublets 3 and 8 are replaced by the 2 longitudinal columns of the fibrous sheath (FS) which run the length of the principal piece and are stabilized by circumferential ribs. The principal piece makes up ~2/3 of the length of the sperm flagellum and is defined by the presence of the FS and of only 7 (rather than 9) ODFs which taper and then terminate near the distal end of the principal piece. [GOC:cjm, MP:0009836]",45,http://amigo.geneontology.org/amigo/term/GO:0097228,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000421,autophagosome membrane,"The lipid bilayer surrounding an autophagosome, a double-membrane-bounded vesicle in which endogenous cellular material is sequestered. [GOC:autophagy, GOC:isa_complete]",74,http://amigo.geneontology.org/amigo/term/GO:0000421,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0000139,Golgi membrane,The lipid bilayer surrounding any of the compartments of the Golgi apparatus. [GOC:mah],1280,http://amigo.geneontology.org/amigo/term/GO:0000139,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0001891,phagocytic cup,An invagination of the cell membrane formed by an actin dependent process during phagocytosis. Following internalization it is converted into a phagosome. [PMID:10358769],32,http://amigo.geneontology.org/amigo/term/GO:0001891,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
GO:0030670,phagocytic vesicle membrane,The lipid bilayer surrounding a phagocytic vesicle. [GOC:mah],107,http://amigo.geneontology.org/amigo/term/GO:0030670,2023-05-10,http://geneontology.org/gene-associations/goa_human.gaf.gz
